"Date","Sales","Category"
"2024-02-25",1006,"Furniture"
"2024-10-04",428,"Electronics"
"2024-04-08",660,"Clothing"
"2024-05-21",826,"Clothing"
"2024-08-16",1052,"Clothing"
"2024-03-04",785,"Clothing"
"2024-08-29",697,"Electronics"
"2024-10-06",638,"Electronics"
"2024-08-09",783,"Electronics"
"2024-01-08",898,"Furniture"
"2024-05-27",663,"Furniture"
"2024-03-14",733,"Furniture"
"2024-03-26",743,"Electronics"
"2024-01-17",846,"Clothing"
"2024-05-16",922,"Electronics"
"2024-06-11",756,"Electronics"
"2024-07-03",685,"Clothing"
"2024-05-23",979,"Electronics"
"2024-11-03",733,"Furniture"
"2024-12-20",1016,"Clothing"
"2024-02-04",688,"Furniture"
"2024-01-26",823,"Furniture"
"2024-09-25",391,"Furniture"
"2024-02-05",678,"Electronics"
"2024-06-23",696,"Furniture"
"2024-01-28",548,"Electronics"
"2024-06-05",493,"Electronics"
"2024-10-26",890,"Electronics"
"2024-11-05",883,"Furniture"
"2024-06-01",440,"Furniture"
"2024-10-11",785,"Electronics"
"2024-05-27",477,"Electronics"
"2024-04-02",490,"Electronics"
"2024-09-25",805,"Clothing"
"2024-07-23",563,"Electronics"
"2024-06-11",899,"Clothing"
"2024-01-05",708,"Electronics"
"2024-02-25",807,"Clothing"
"2024-03-17",595,"Electronics"
"2024-12-13",470,"Electronics"
"2024-06-20",883,"Electronics"
"2024-03-12",748,"Electronics"
"2024-05-05",652,"Furniture"
"2024-05-31",714,"Electronics"
"2024-07-26",965,"Clothing"
"2024-03-15",560,"Clothing"
"2024-03-27",550,"Clothing"
"2024-04-03",576,"Clothing"
"2024-10-30",383,"Electronics"
"2024-09-27",864,"Furniture"
"2024-11-16",738,"Electronics"
"2024-06-30",741,"Electronics"
"2024-09-22",691,"Electronics"
"2024-03-26",598,"Furniture"
"2024-02-11",535,"Clothing"
"2024-04-09",870,"Electronics"
"2024-01-25",415,"Clothing"
"2024-04-03",788,"Furniture"
"2024-06-28",541,"Clothing"
"2024-10-19",756,"Electronics"
"2024-01-27",552,"Furniture"
"2024-07-19",595,"Clothing"
"2024-07-29",1054,"Furniture"
"2024-02-04",834,"Clothing"
"2024-07-09",271,"Furniture"
"2024-12-08",725,"Furniture"
"2024-03-16",610,"Electronics"
"2024-07-25",473,"Furniture"
"2024-10-17",742,"Electronics"
"2024-06-05",726,"Furniture"
"2024-11-22",634,"Furniture"
"2024-12-31",1095,"Clothing"
"2024-02-03",250,"Furniture"
"2024-07-19",868,"Electronics"
"2024-10-29",642,"Furniture"
"2024-05-08",831,"Clothing"
"2024-09-22",609,"Electronics"
"2024-06-17",581,"Furniture"
"2024-02-08",358,"Furniture"
"2024-08-29",658,"Electronics"
"2024-12-29",1196,"Electronics"
"2024-08-02",898,"Furniture"
"2024-04-12",1035,"Electronics"
"2024-03-20",883,"Electronics"
"2024-12-11",929,"Clothing"
"2024-01-02",881,"Furniture"
"2024-06-10",795,"Electronics"
"2024-03-18",583,"Electronics"
"2024-06-06",593,"Furniture"
"2024-06-04",380,"Clothing"
"2024-08-02",699,"Clothing"
"2024-07-04",880,"Clothing"
"2024-10-12",906,"Clothing"
"2024-08-04",719,"Electronics"
"2024-11-21",590,"Clothing"
"2024-07-13",1358,"Furniture"
"2024-07-05",847,"Clothing"
"2024-04-24",984,"Furniture"
"2024-08-25",632,"Electronics"
"2024-02-17",692,"Clothing"
"2024-05-17",790,"Electronics"
"2024-01-28",1035,"Furniture"
"2024-07-22",638,"Furniture"
"2024-08-29",871,"Furniture"
"2024-11-18",281,"Furniture"
"2024-02-13",599,"Clothing"
"2024-06-09",442,"Furniture"
"2024-06-12",923,"Electronics"
"2024-04-24",667,"Electronics"
"2024-11-30",622,"Furniture"
"2024-03-17",974,"Furniture"
"2024-06-22",923,"Electronics"
"2024-04-03",520,"Electronics"
"2024-04-28",786,"Furniture"
"2024-05-25",454,"Clothing"
"2024-12-29",605,"Electronics"
"2024-04-12",1023,"Clothing"
"2024-10-08",990,"Furniture"
"2024-10-18",922,"Furniture"
"2024-02-25",586,"Electronics"
"2024-11-08",324,"Electronics"
"2024-01-03",465,"Furniture"
"2024-08-04",891,"Clothing"
"2024-01-11",642,"Clothing"
"2024-02-20",267,"Electronics"
"2024-09-28",664,"Furniture"
"2024-01-11",982,"Electronics"
"2024-08-17",829,"Furniture"
"2024-12-17",536,"Furniture"
"2024-08-10",391,"Clothing"
"2024-04-10",535,"Electronics"
"2024-05-24",707,"Furniture"
"2024-05-12",878,"Clothing"
"2024-04-24",312,"Electronics"
"2024-11-30",905,"Electronics"
"2024-08-30",701,"Furniture"
"2024-04-05",814,"Clothing"
"2024-11-13",369,"Furniture"
"2024-03-31",567,"Furniture"
"2024-03-29",610,"Clothing"
"2024-05-22",909,"Clothing"
"2024-05-02",906,"Electronics"
"2024-10-17",787,"Electronics"
"2024-01-30",1021,"Furniture"
"2024-06-10",597,"Clothing"
"2024-03-09",903,"Furniture"
"2024-05-09",693,"Clothing"
"2024-07-26",567,"Electronics"
"2024-01-23",885,"Electronics"
"2024-08-03",976,"Clothing"
"2024-10-03",876,"Furniture"
"2024-10-01",598,"Clothing"
"2024-07-29",606,"Electronics"
"2024-07-29",976,"Furniture"
"2024-07-15",771,"Electronics"
"2024-06-21",866,"Electronics"
"2024-07-26",632,"Furniture"
"2024-12-25",952,"Furniture"
"2024-02-01",538,"Furniture"
"2024-02-17",825,"Clothing"
"2024-09-27",537,"Electronics"
"2024-06-02",207,"Clothing"
"2024-02-04",431,"Electronics"
"2024-02-24",727,"Furniture"
"2024-05-31",877,"Clothing"
"2024-01-17",350,"Furniture"
"2024-11-22",450,"Electronics"
"2024-11-28",1053,"Clothing"
"2024-07-04",613,"Furniture"
"2024-09-25",801,"Electronics"
"2024-11-19",595,"Furniture"
"2024-05-06",640,"Furniture"
"2024-01-25",717,"Electronics"
"2024-01-29",702,"Clothing"
"2024-06-29",661,"Clothing"
"2024-01-16",606,"Furniture"
"2024-06-17",90,"Furniture"
"2024-08-27",1074,"Furniture"
"2024-01-09",1058,"Clothing"
"2024-10-19",480,"Electronics"
"2024-11-05",666,"Furniture"
