date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude
19-10-15,shot,,53,M,B,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE,-118.281,33.935
20-10-15,shot,toy weapon,30,M,W,Louisville,KY,FALSE,attack,Not fleeing,FALSE,-85.578,38.227
20-10-15,shot,toy weapon,39,M,B,San Diego,CA,FALSE,attack,Not fleeing,FALSE,-117.159,32.714
20-10-15,shot,gun,40,M,H,Truth or Consequences,NM,FALSE,attack,Not fleeing,FALSE,-107.166,33.251
20-10-15,shot,knife,30,M,W,Mandeville,LA,FALSE,attack,Not fleeing,FALSE,-90.031,30.409
20-10-15,shot,gun,21,M,W,Cedar Rapids,IA,FALSE,attack,Foot,FALSE,-91.713,41.97
21-10-15,shot,knife,35,M,H,Calexico,CA,FALSE,other,Other,FALSE,-115.496,32.665
21-10-15,shot,unarmed,21,M,H,West Goshen,CA,TRUE,attack,Not fleeing,FALSE,-119.462,36.351
21-10-15,shot,gun,47,M,W,Kentwood,MI,TRUE,attack,Not fleeing,FALSE,-85.63,42.857
22-10-15,shot,knife,38,M,B,Shreveport,LA,FALSE,attack,Not fleeing,FALSE,-93.746,32.518
22-10-15,shot,gun,36,M,B,Carmichael,CA,FALSE,attack,Car,FALSE,-121.337,38.639
22-10-15,shot,undetermined,53,M,W,Pine Top,KY,FALSE,other,Not fleeing,FALSE,-82.86,37.284
24-10-15,shot,gun,34,M,H,Highgrove,CA,FALSE,attack,Not fleeing,FALSE,-117.34,34.019
24-10-15,shot,gun,34,M,B,Cape Coral,FL,FALSE,attack,Not fleeing,TRUE,-81.943,26.739
24-10-15,shot,undetermined,30,M,B,Cathedral City,CA,FALSE,undetermined,Not fleeing,FALSE,-116.464,33.809
24-10-15,shot,gun,28,M,W,Zanesville,OH,TRUE,attack,Not fleeing,FALSE,-82.044,39.898
24-10-15,shot,gun,47,M,W,Paddock Lake,WI,FALSE,attack,Not fleeing,FALSE,-88.095,42.583
24-10-15,shot,undetermined,49,M,W,Kenai Peninsula,AK,FALSE,attack,Not fleeing,FALSE,-151.283,60.287
24-10-15,shot,gun,,M,,New Paltz,NY,FALSE,attack,Not fleeing,FALSE,-74.08,41.747
25-10-15,shot,gun,36,M,W,Talking Rock,GA,FALSE,attack,Not fleeing,FALSE,-84.601,34.5
26-10-15,shot,,45,M,B,Frederick,MD,FALSE,other,Not fleeing,FALSE,-77.389,39.408
26-10-15,shot,gun,21,F,B,Washington,DC,FALSE,attack,Not fleeing,FALSE,-77.027,38.983
26-10-15,shot,unarmed,18,M,O,Tampa,FL,FALSE,attack,Foot,FALSE,-82.516,28.03
27-10-15,shot,gun,25,M,B,Savannah,GA,FALSE,attack,Not fleeing,TRUE,-81.111,32.061
28-10-15,shot,unarmed,29,M,B,Point Loma,CA,FALSE,attack,Not fleeing,FALSE,-117.224,32.726
28-10-15,shot,gun,57,M,W,Smithville,MS,FALSE,attack,Not fleeing,FALSE,-88.438,34.039
28-10-15,shot,gun,34,M,B,Jacksonville,FL,FALSE,attack,Not fleeing,FALSE,-81.566,30.318
28-10-15,shot,gun,35,M,W,Salem,OR,FALSE,attack,Car,FALSE,-122.998,44.885
29-10-15,shot,gun,,M,B,Columbus,OH,FALSE,other,Not fleeing,FALSE,-82.863,39.922
29-10-15,shot,gun,18,M,W,Hohenwald,TN,FALSE,attack,Not fleeing,FALSE,-87.552,35.551
30-10-15,shot,gun,62,M,W,Burkesville,KY,FALSE,attack,Other,FALSE,-85.365,36.669
30-10-15,shot,gun,29,M,H,Mesquite,TX,FALSE,attack,Car,FALSE,-96.628,32.81
30-10-15,shot,gun,25,M,B,Houston,TX,FALSE,other,Foot,FALSE,-95.489,29.976
30-10-15,shot and Tasered,knife,30,M,W,Norwood,OK,FALSE,attack,Foot,FALSE,-95.251,35.798
30-10-15,shot,gun,24,M,B,Houston,TX,FALSE,attack,Not fleeing,FALSE,-95.495,29.984
30-10-15,shot,gun,52,M,W,Old Town,FL,FALSE,attack,Not fleeing,FALSE,-83.031,29.675
31-10-15,shot,gun,33,M,W,Colorado Springs,CO,FALSE,attack,Not fleeing,FALSE,-104.818,38.838
31-10-15,shot,unarmed,56,M,B,Opelika,AL,FALSE,other,Car,FALSE,-85.36,32.61
01-11-15,shot,gun,49,M,W,Hutchinson,MN,FALSE,attack,Not fleeing,FALSE,-94.376,44.891
01-11-15,shot,gun,20,M,W,Eureka,CA,FALSE,attack,Not fleeing,FALSE,-124.155,40.806
01-11-15,shot,gun,62,M,W,Council,ID,FALSE,undetermined,Not fleeing,TRUE,-116.407,44.813
02-11-15,shot,gun,62,M,B,Washington,DC,FALSE,attack,Car,FALSE,-76.968,38.855
03-11-15,shot,unarmed,6,M,W,Marksville,LA,FALSE,other,Car,TRUE,-92.05,31.125
04-11-15,shot,gun,30,M,W,Springfield,MO,FALSE,attack,Foot,FALSE,-93.256,37.239
04-11-15,shot,gun,57,M,B,Houston,TX,FALSE,attack,Car,FALSE,-95.356,29.733
04-11-15,shot,knife,18,M,O,Merced,CA,FALSE,attack,Foot,FALSE,-120.425,37.365
04-11-15,shot,unarmed,47,M,W,Pacific Beach,CA,FALSE,other,Foot,TRUE,-117.239,32.797
05-11-15,shot,gun,48,M,W,Morgantown,WV,FALSE,attack,Not fleeing,FALSE,-79.941,39.634
05-11-15,shot,gun,20,M,W,Hominy,OK,TRUE,attack,Car,FALSE,-96.431,36.409
05-11-15,shot,hammer,30,M,W,Lakeshire,MO,FALSE,attack,Not fleeing,FALSE,-90.341,38.538
05-11-15,shot,gun,36,F,W,Goose Creek,SC,TRUE,attack,Not fleeing,FALSE,-80.02,32.964
06-11-15,shot,gun,51,M,W,Portland,OR,TRUE,attack,Not fleeing,FALSE,-122.698,45.53
06-11-15,shot,,55,M,W,Las Vegas,NV,FALSE,other,Car,FALSE,-115.137,36.038
06-11-15,shot,undetermined,48,M,W,Wadesboro,NC,FALSE,undetermined,Not fleeing,FALSE,-80.04,34.981
09-11-15,shot,,20,M,B,Spartanburg,SC,FALSE,attack,Car,FALSE,-81.979,34.949
09-11-15,shot,gun,25,M,H,North Laredo,TX,TRUE,attack,Not fleeing,FALSE,-99.453,27.603
09-11-15,shot,gun,26,M,W,Braxton County,WV,FALSE,attack,Not fleeing,FALSE,-80.675,38.592
09-11-15,shot,gun,45,M,H,San Jose,CA,FALSE,attack,Not fleeing,FALSE,-121.914,37.255
09-11-15,shot and Tasered,bean-bag gun,35,M,H,Los Angeles,CA,FALSE,other,Not fleeing,FALSE,-118.512,34.212
10-11-15,shot,gun,34,M,H,Chico,CA,FALSE,attack,Not fleeing,FALSE,-121.848,39.717
10-11-15,shot,,36,M,H,Brighton,CO,FALSE,other,Car,FALSE,-104.832,39.958
10-11-15,shot,gun,22,M,W,Dillon,MT,FALSE,attack,Not fleeing,FALSE,-112.778,45.098
10-11-15,shot,toy weapon,63,M,W,Colorado Springs,CO,TRUE,attack,Not fleeing,FALSE,-104.878,38.909
11-11-15,shot,,31,M,H,Albuquerque,NM,FALSE,other,Car,FALSE,-106.683,35.062
11-11-15,shot,gun,25,M,H,San Francisco,CA,FALSE,attack,Not fleeing,FALSE,-122.421,37.748
11-11-15,shot,gun,57,M,W,Aiken,SC,FALSE,attack,Not fleeing,FALSE,-81.734,33.57
11-11-15,shot,gun,32,M,B,Baltimore,MD,FALSE,attack,Not fleeing,FALSE,-76.677,39.343
12-11-15,shot,knife,42,M,B,Sunnyvale,CA,FALSE,other,Not fleeing,FALSE,-122.053,37.384
13-11-15,shot,toy weapon,52,M,W,Gibson County,TN,FALSE,attack,Not fleeing,FALSE,-88.874,35.957
13-11-15,shot,undetermined,25,M,H,Jurupa Valley,CA,FALSE,undetermined,,FALSE,-117.511,34.029
13-11-15,shot,gun,25,M,W,Eden,GA,FALSE,attack,Foot,FALSE,-81.395,32.172
14-11-15,shot,hammer,31,M,H,Jurupa Valley,CA,FALSE,other,Not fleeing,FALSE,-117.4,34.005
15-11-15,shot,toy weapon,39,M,B,Oakland,CA,FALSE,attack,Not fleeing,FALSE,-122.166,37.754
15-11-15,shot,unknown weapon,16,M,B,Germantown,PA,FALSE,attack,Not fleeing,FALSE,-75.179,40.028
15-11-15,shot,unarmed,24,M,B,Minneapolis,MN,FALSE,undetermined,Not fleeing,FALSE,-93.301,44.992
15-11-15,shot and Tasered,Taser,32,M,W,Spring Lake,NC,FALSE,attack,Not fleeing,FALSE,-78.954,35.259
16-11-15,shot,,25,M,W,Whitfield County,GA,FALSE,other,Car,FALSE,-84.895,34.779
16-11-15,shot,,28,M,W,Leon County,TX,FALSE,undetermined,Car,FALSE,-95.99,31.258
17-11-15,shot,gun,28,M,B,Miami,FL,TRUE,attack,Foot,FALSE,-80.397,25.576
17-11-15,shot,gun,21,M,B,Cayce,SC,FALSE,attack,Not fleeing,FALSE,-81.052,33.976
17-11-15,shot,,30,M,B,Weatherford,TX,FALSE,other,Car,FALSE,-95.434,29.904
17-11-15,shot,unarmed,58,M,W,Arlington,GA,FALSE,other,Not fleeing,FALSE,-84.723,31.432
17-11-15,shot,gun,47,M,W,Little Egg Harbor,NJ,TRUE,attack,Not fleeing,FALSE,-74.357,39.611
17-11-15,shot,gun,41,M,W,Weatherford,TX,FALSE,undetermined,Car,FALSE,-97.839,32.638
18-11-15,shot,unknown weapon,25,M,B,Opa-Locka,FL,FALSE,other,Not fleeing,FALSE,-80.252,25.897
18-11-15,shot,gun,44,M,B,Benton Township,MI,FALSE,attack,Not fleeing,FALSE,-86.411,42.09
19-11-15,shot,gun,34,M,B,Manatee,FL,FALSE,attack,,FALSE,-82.555,27.448
19-11-15,shot,knife,27,M,B,Fort Pierce,FL,FALSE,attack,Not fleeing,FALSE,-80.352,27.438
19-11-15,shot,knife,34,M,B,Washington,DC,FALSE,other,Not fleeing,FALSE,-76.924,38.895
20-11-15,shot,unarmed,29,M,B,Barstow,CA,TRUE,attack,Not fleeing,FALSE,-117.027,34.898
20-11-15,shot,gun,39,M,W,Paulding County,GA,TRUE,attack,Not fleeing,FALSE,-84.742,33.918
20-11-15,shot,gun,50,M,,Fontana,CA,TRUE,other,Not fleeing,FALSE,-117.421,34.095
21-11-15,shot,unarmed,24,M,W,Colbert,OK,FALSE,attack,Foot,FALSE,-96.512,33.853
22-11-15,shot,knife,47,M,W,Fontana,CA,TRUE,attack,Not fleeing,FALSE,-117.436,34.063
22-11-15,shot,gun,45,M,W,Reno,NV,FALSE,attack,Not fleeing,FALSE,-119.796,39.501
22-11-15,shot,gun,28,M,H,Denver,CO,FALSE,attack,Not fleeing,FALSE,-105.017,39.711
23-11-15,shot,gun,50,M,W,Columbus,OH,FALSE,attack,Not fleeing,FALSE,-83.066,39.947
23-11-15,shot and Tasered,knife,49,M,H,Corpus Christi,TX,FALSE,other,Not fleeing,TRUE,-97.402,27.726
24-11-15,shot,toy weapon,45,M,W,Columbia Heights,MN,FALSE,other,Not fleeing,FALSE,-93.252,45.041
24-11-15,shot,gun,24,M,B,Camden,NJ,FALSE,attack,Not fleeing,FALSE,-75.097,39.903
24-11-15,shot and Tasered,toy weapon,32,M,W,Las Vegas,NV,TRUE,attack,Foot,TRUE,-115.137,36.122
25-11-15,shot,knife,23,M,W,Springfield,MO,FALSE,attack,Not fleeing,FALSE,-93.337,37.24
25-11-15,shot,gun,52,M,W,Eagar,AZ,FALSE,attack,Not fleeing,FALSE,-109.293,34.116
25-11-15,shot,gun,37,F,W,Ozark,MO,FALSE,attack,Not fleeing,FALSE,-93.278,37.05
26-11-15,shot,unarmed,26,M,W,Chico,CA,FALSE,other,Car,TRUE,-121.624,39.752
27-11-15,shot,gun,58,M,W,Lampe,MO,FALSE,attack,Not fleeing,FALSE,-93.501,36.532
28-11-15,shot,baseball bat and fireplace poker,50,M,W,Seagoville,TX,FALSE,other,Not fleeing,FALSE,-96.546,32.642
29-11-15,shot,gun,22,M,W,Celina,OH,FALSE,attack,Not fleeing,FALSE,-84.571,40.55
29-11-15,shot,gun,53,M,W,Maysville,MO,FALSE,attack,Not fleeing,FALSE,-94.578,39.758
29-11-15,shot,gun,69,M,H,Sun City,AZ,TRUE,attack,Not fleeing,FALSE,-112.298,33.593
29-11-15,shot,gun,23,M,H,Bakersfield,CA,FALSE,attack,Foot,FALSE,-119.021,35.375
29-11-15,shot,gun,29,M,W,Lincoln,NE,FALSE,attack,,FALSE,-96.623,40.842
30-11-15,shot,,25,M,A,Aurora,CO,FALSE,attack,Car,FALSE,-104.776,39.704
30-11-15,shot,gun,18,M,B,Atlanta,GA,FALSE,attack,Foot,FALSE,-84.387,33.779
30-11-15,shot,undetermined,31,M,H,Wink,TX,FALSE,other,Not fleeing,FALSE,-103.163,31.74
01-12-15,shot,gun,23,M,W,Bangor,ME,FALSE,attack,Foot,FALSE,-68.817,44.789
01-12-15,shot,gun,18,M,H,Norwalk,CA,FALSE,attack,Not fleeing,FALSE,-118.082,33.917
02-12-15,shot,gun,35,M,H,Denver,CO,FALSE,attack,Car,FALSE,-105.037,39.755
02-12-15,shot,gun,27,F,O,San Bernardino,CA,FALSE,attack,Car,FALSE,-117.29,34.108
02-12-15,shot,gun,28,M,O,San Bernardino,CA,FALSE,attack,Car,FALSE,-117.248,34.077
02-12-15,shot,knife,26,M,B,San Francisco,CA,FALSE,other,Not fleeing,FALSE,-122.397,37.721
02-12-15,shot,gun,32,M,H,San Antonio,TX,FALSE,other,Not fleeing,FALSE,-98.585,29.185
02-12-15,shot,gun,36,M,H,Deming,NM,FALSE,attack,Not fleeing,FALSE,-107.734,32.256
03-12-15,shot,gun,66,M,W,Big Springs,NE,FALSE,attack,Not fleeing,FALSE,-102.074,41.063
04-12-15,shot,gun,21,M,B,Mount Washington,PA,FALSE,attack,Not fleeing,FALSE,-80.007,40.43
04-12-15,shot and Tasered,metal stick,47,M,W,Mesa,AZ,FALSE,other,Not fleeing,FALSE,-111.673,33.466
05-12-15,shot,gun,24,M,W,Irving,TX,FALSE,attack,Foot,FALSE,-96.955,32.807
05-12-15,shot,gun,60,M,W,Neenah,WI,FALSE,other,Not fleeing,FALSE,-88.466,44.187
05-12-15,shot,gun,61,F,W,St. Louis,MO,TRUE,attack,Not fleeing,FALSE,-90.239,38.811
05-12-15,shot,gun,38,M,H,Indio,CA,FALSE,attack,Not fleeing,FALSE,-116.251,33.698
05-12-15,shot and Tasered,straight edge razor,51,M,W,Miami,FL,FALSE,other,Not fleeing,TRUE,-80.141,25.788
06-12-15,shot,gun,35,M,W,Seattle,WA,FALSE,attack,Car,FALSE,-122.332,47.606
06-12-15,shot,gun,46,M,B,Richmond Heights,OH,TRUE,attack,Not fleeing,FALSE,-81.498,41.541
06-12-15,shot,knife,48,M,W,Laramie,WY,TRUE,other,Not fleeing,FALSE,-105.752,41.322
08-12-15,shot,unarmed,36,M,B,Yonkers,NY,FALSE,other,Foot,FALSE,-73.879,40.924
08-12-15,shot,gun,33,M,B,Cleveland,OH,FALSE,attack,Not fleeing,FALSE,-81.735,41.486
09-12-15,shot,gun,66,M,W,Leitchfield,KY,FALSE,attack,Not fleeing,FALSE,-86.224,37.567
09-12-15,shot,gun,51,M,,Pryor,OK,TRUE,attack,Not fleeing,FALSE,-95.317,36.308
10-12-15,shot,gun,34,M,W,Indianapolis,IN,FALSE,attack,Not fleeing,FALSE,-86.198,39.741
10-12-15,shot,gun,55,M,B,Taylors,SC,FALSE,attack,Not fleeing,FALSE,-82.284,34.917
10-12-15,shot,knife,54,M,W,Marina,CA,FALSE,attack,Not fleeing,FALSE,-121.791,36.674
10-12-15,shot,gun,,M,,Hemet,CA,FALSE,attack,Not fleeing,FALSE,-116.971,33.729
11-12-15,shot,unarmed,36,M,W,Tucson,AZ,FALSE,attack,Not fleeing,FALSE,-110.875,32.309
12-12-15,shot,knife,25,M,B,Indianapolis,IN,TRUE,attack,Not fleeing,FALSE,-86.028,39.827
12-12-15,shot,gun and knife,24,M,B,Chattanooga,TN,FALSE,attack,Not fleeing,FALSE,-85.307,34.989
12-12-15,shot,gun,28,M,B,Lynwood,CA,FALSE,attack,Not fleeing,FALSE,-118.209,33.917
12-12-15,shot,Taser,36,M,W,Healdton,OK,FALSE,attack,Not fleeing,FALSE,-97.488,34.233
12-12-15,shot,gun,20,M,W,East Stroudsburg,PA,TRUE,attack,Not fleeing,FALSE,-75.182,40.991
12-12-15,shot,knife,49,M,H,San Bernardino,CA,FALSE,attack,,FALSE,-117.322,34.108
12-12-15,shot,unknown weapon,,M,,Aurora,CO,FALSE,attack,,FALSE,-104.861,39.726
13-12-15,shot,gun,51,F,W,Arlington,TX,TRUE,attack,Not fleeing,FALSE,-97.101,32.728
13-12-15,shot,ax,21,M,W,Denton,TX,TRUE,other,Not fleeing,FALSE,-97.133,33.215
13-12-15,shot,knife,30,M,O,Thurston County,WA,FALSE,attack,Not fleeing,FALSE,-122.762,47.002
13-12-15,shot,gun,32,M,H,Mountain View,CO,FALSE,attack,Not fleeing,FALSE,-105.051,39.777
14-12-15,shot,gun,33,M,B,New Orleans,LA,FALSE,attack,Not fleeing,TRUE,-89.905,30.038
14-12-15,shot,undetermined,56,M,W,Humboldt,TN,FALSE,undetermined,Not fleeing,FALSE,-88.845,35.852
14-12-15,shot,gun,48,F,W,Las Vegas,NV,TRUE,attack,Not fleeing,FALSE,-115.057,36.244
14-12-15,shot,knife,39,M,A,Long Beach,CA,FALSE,other,Not fleeing,FALSE,-118.189,33.803
14-12-15,shot,undetermined,19,M,H,Gilroy,CA,FALSE,undetermined,,TRUE,-121.573,36.995
14-12-15,shot,gun,45,M,H,Las Vegas,NV,FALSE,attack,Not fleeing,FALSE,-115.09,36.229
14-12-15,shot,gun,33,M,W,Mount Hope,WV,FALSE,attack,Not fleeing,FALSE,-81.159,37.895
14-12-15,shot and Tasered,knife,52,M,W,Middle River,MD,TRUE,other,Not fleeing,FALSE,-76.372,39.304
15-12-15,shot,,51,M,B,Dallas,NC,FALSE,attack,Car,FALSE,-81.202,35.38
16-12-15,shot,knife,,M,W,Camarillo,CA,TRUE,attack,Not fleeing,FALSE,-119.051,34.219
17-12-15,shot,machete,25,M,W,Kent,OH,TRUE,other,Not fleeing,FALSE,-81.34,41.163
17-12-15,shot,gun,24,M,W,Modesto,CA,FALSE,attack,Other,FALSE,-120.999,37.639
18-12-15,shot,gun,22,F,W,Northwood,OH,FALSE,attack,Other,FALSE,-83.462,41.618
18-12-15,shot,,32,M,W,Knoxville,TN,FALSE,attack,Car,FALSE,-84.092,35.908
18-12-15,shot,toy weapon,58,M,H,Taos,NM,TRUE,attack,Not fleeing,FALSE,-105.573,36.407
19-12-15,shot,gun,24,M,B,Concord,VA,FALSE,attack,,FALSE,-79.019,37.392
19-12-15,shot,undetermined,26,M,H,Los Angeles,CA,TRUE,attack,Not fleeing,FALSE,-118.307,33.843
20-12-15,shot,gun,30,M,B,Palmdale,CA,FALSE,attack,Not fleeing,FALSE,-118.045,34.572
20-12-15,shot,gun,31,M,H,Amarillo,TX,TRUE,attack,Not fleeing,FALSE,-101.855,35.207
21-12-15,shot,gun,34,M,H,Hemet,CA,FALSE,attack,Not fleeing,FALSE,-116.971,33.724
21-12-15,shot,gun,48,M,B,Douglasville,GA,FALSE,attack,Not fleeing,FALSE,-84.707,33.755
21-12-15,shot,unarmed,,M,B,Breaux Bridge,LA,TRUE,other,Not fleeing,FALSE,-91.864,30.239
21-12-15,shot,gun,21,M,W,Canaan Township,PA,TRUE,attack,Not fleeing,FALSE,-75.381,41.569
21-12-15,shot,gun,39,M,W,Deltona,FL,FALSE,attack,Not fleeing,FALSE,-81.19,28.887
21-12-15,shot,gun,25,M,B,Aurora,CO,FALSE,attack,Not fleeing,FALSE,-104.885,39.733
21-12-15,shot,gun,30,M,W,Smartsville,CA,FALSE,attack,Not fleeing,FALSE,-121.29,39.189
22-12-15,shot,gun,61,M,,Ludlow,KY,FALSE,attack,Not fleeing,TRUE,-84.546,39.095
22-12-15,shot,gun,56,M,W,Burlington,VT,FALSE,attack,Not fleeing,TRUE,-73.214,44.483
22-12-15,shot,undetermined,29,M,W,Brooksville,FL,FALSE,undetermined,Car,FALSE,-82.384,28.466
22-12-15,shot,gun,19,M,H,Albuquerque,NM,FALSE,undetermined,Foot,TRUE,-106.566,35.076
23-12-15,shot,unarmed,35,M,B,Dearborn,MI,TRUE,other,Not fleeing,FALSE,-83.194,42.351
24-12-15,shot,,36,M,W,Winnsboro,LA,FALSE,other,Car,FALSE,-91.722,32.166
24-12-15,shot,gun,54,M,,Pride,LA,TRUE,attack,Not fleeing,FALSE,-90.972,30.694
24-12-15,shot,gun,24,M,B,Lansing,MI,FALSE,attack,Not fleeing,FALSE,-84.578,42.673
24-12-15,shot,knife,23,M,H,Porterville,CA,FALSE,other,Not fleeing,FALSE,-119.006,36.069
25-12-15,shot,knife,31,M,W,Palo Alto,CA,TRUE,attack,Not fleeing,FALSE,-122.156,37.448
26-12-15,shot,brick,41,M,W,Phoenix,AZ,TRUE,other,Not fleeing,FALSE,-112.062,33.68
26-12-15,shot,unarmed,55,F,B,Chicago,IL,FALSE,other,,FALSE,-87.744,41.893
26-12-15,shot,baseball bat,19,M,B,Chicago,IL,TRUE,undetermined,Not fleeing,FALSE,-87.744,41.893
26-12-15,shot,gun,38,M,H,Homedale,ID,FALSE,attack,Not fleeing,TRUE,-116.94,43.62
27-12-15,shot,undetermined,36,M,W,Lucedale,MS,FALSE,undetermined,Car,FALSE,-88.643,30.889
27-12-15,shot,knife,34,M,W,Tempe,AZ,TRUE,other,Not fleeing,TRUE,-111.922,33.381
27-12-15,shot,undetermined,52,M,W,Franklin,LA,FALSE,undetermined,Not fleeing,FALSE,-91.613,29.849
28-12-15,shot,toy weapon,28,M,W,Suffolk,VA,FALSE,attack,Not fleeing,TRUE,-76.596,36.727
29-12-15,shot,knife,50,F,,Santa Nella,CA,TRUE,other,Not fleeing,FALSE,-121.022,37.09
29-12-15,shot,unknown weapon,,M,A,Rosemead,CA,FALSE,undetermined,Not fleeing,FALSE,-118.056,34.073
30-12-15,shot,knife,55,M,H,Fresno,CA,FALSE,attack,Not fleeing,TRUE,-119.812,36.75
30-12-15,shot,undetermined,39,M,,Rawlins,WY,FALSE,undetermined,,FALSE,-107.216,41.799
31-12-15,shot,unarmed,23,M,B,Las Vegas,NV,FALSE,other,Not fleeing,TRUE,-115.272,36.133
01-01-16,shot,knife,30,M,W,San Diego,CA,FALSE,other,Not fleeing,TRUE,-117.16,32.755
02-01-16,shot,gun,54,M,W,Maryneal,TX,FALSE,attack,Car,FALSE,-100.45,32.235
02-01-16,shot,gun,37,M,W,Sioux Falls,SD,FALSE,attack,Not fleeing,FALSE,-96.711,43.547
02-01-16,shot and Tasered,knife,37,M,W,Livingston,MT,FALSE,other,Not fleeing,FALSE,-110.573,45.656
03-01-16,shot,gun,30,M,B,Charlotte,NC,FALSE,attack,Not fleeing,FALSE,-80.885,35.218
04-01-16,shot,unknown weapon,27,M,B,Ragley,LA,FALSE,undetermined,Not fleeing,FALSE,-93.21,30.494
04-01-16,shot,gun,22,M,B,Oklahoma City,OK,FALSE,attack,Foot,TRUE,-97.52,35.512
05-01-16,shot,,29,M,W,Olympia,WA,FALSE,attack,Foot,FALSE,-122.332,47.606
05-01-16,shot,knife,39,M,W,Johnson City,TN,FALSE,other,Foot,FALSE,-82.337,36.32
05-01-16,shot,gun,33,M,B,Charlotte,NC,FALSE,attack,Not fleeing,FALSE,-80.913,35.242
05-01-16,shot,gun,52,M,W,Redding,CA,TRUE,other,Not fleeing,FALSE,-122.368,40.613
05-01-16,shot,hand torch,28,M,H,Ceres,CA,FALSE,other,Foot,FALSE,-120.947,37.584
05-01-16,shot and Tasered,knife,54,M,W,Upper Darby,PA,TRUE,other,Not fleeing,FALSE,-75.31,39.929
06-01-16,shot,toy weapon,38,M,W,Zion,IL,TRUE,other,Foot,FALSE,-87.834,42.456
06-01-16,shot,gun,32,M,H,Carrizozo,NM,TRUE,attack,Not fleeing,FALSE,-105.918,33.683
06-01-16,shot,gun,34,M,W,Daviess County,KY,FALSE,attack,Not fleeing,FALSE,-87.18,37.787
08-01-16,shot,knife,26,M,W,Geneva,WI,FALSE,other,Not fleeing,FALSE,-88.489,42.609
08-01-16,shot,gun,50,M,W,Acworth,GA,TRUE,attack,Not fleeing,FALSE,-84.677,34.133
10-01-16,shot,chain saw,37,M,W,Kelso,WA,TRUE,other,Not fleeing,FALSE,-122.669,46.16
10-01-16,shot,toy weapon,45,F,W,Rising Sun,MD,TRUE,attack,Not fleeing,FALSE,-75.959,39.718
11-01-16,shot,,56,M,W,San Fernando,CA,FALSE,attack,Car,FALSE,-118.449,34.29
11-01-16,shot,toy weapon,45,M,W,Cincinnati,OH,TRUE,attack,Foot,FALSE,-84.585,39.118
11-01-16,shot,gun,32,M,W,Denver,CO,FALSE,other,Not fleeing,FALSE,-105.016,39.755
11-01-16,shot,unarmed,12,F,W,Penn Township,PA,FALSE,other,Not fleeing,FALSE,-77.034,40.398
12-01-16,shot,knife,49,M,N,Spenard,AK,TRUE,other,Not fleeing,FALSE,-149.898,61.192
12-01-16,shot,gun,58,M,W,Norfolk,VA,TRUE,attack,Not fleeing,FALSE,-76.188,36.856
13-01-16,shot,gun,29,M,W,Sevierville,TN,FALSE,other,Foot,TRUE,-83.558,35.837
13-01-16,shot,gun,60,M,W,Cle Elum,WA,TRUE,attack,Not fleeing,FALSE,-120.954,47.197
14-01-16,shot,gun,40,M,W,Hurst,IL,TRUE,attack,Not fleeing,FALSE,-89.143,37.831
14-01-16,shot,knife,39,M,H,Santa Clarita,CA,FALSE,other,Not fleeing,FALSE,-118.46,34.42
15-01-16,shot,gun,26,M,W,Elkins,WV,FALSE,attack,Not fleeing,FALSE,-79.855,38.914
15-01-16,shot,gun,24,M,B,Southfield,MI,FALSE,attack,Not fleeing,FALSE,-83.277,42.484
16-01-16,shot,toy weapon,34,M,H,Hollywood Hills,CA,FALSE,other,Foot,FALSE,-118.358,34.104
16-01-16,shot,gun,27,M,W,San Antonio,TX,FALSE,attack,Foot,FALSE,-98.601,29.415
16-01-16,shot,toy weapon,44,M,W,Beaverton,OR,FALSE,other,Not fleeing,FALSE,-122.826,45.446
16-01-16,shot,unarmed,25,F,W,El Cajon,CA,FALSE,other,Car,FALSE,-116.963,32.795
16-01-16,shot,,55,M,W,Petroleum,WV,FALSE,other,Car,FALSE,-81.268,39.191
16-01-16,shot,gun,19,M,B,Belle Glade,FL,FALSE,attack,Foot,FALSE,-80.677,26.683
17-01-16,shot,gun,52,M,B,St. Louis,MO,FALSE,attack,Not fleeing,FALSE,-90.244,38.593
17-01-16,shot,gun,31,M,W,Salt Lake City,UT,FALSE,attack,Foot,TRUE,-111.813,40.675
17-01-16,shot,unarmed,26,M,W,Mesa,AZ,FALSE,other,Not fleeing,TRUE,-111.685,33.415
17-01-16,shot and Tasered,knife,24,M,H,North Hills,CA,FALSE,other,Not fleeing,FALSE,-118.46,34.23
17-01-16,shot and Tasered,gun,38,M,W,Rainbow City,AL,FALSE,other,Not fleeing,FALSE,-86.036,33.95
18-01-16,shot,gun,33,M,W,Tucson,AZ,TRUE,attack,Not fleeing,FALSE,-110.926,32.222
18-01-16,shot,toy weapon,28,M,W,Orlando,FL,FALSE,other,Not fleeing,FALSE,-81.3,28.469
18-01-16,shot,knife,27,M,W,Medford,OR,FALSE,other,Foot,FALSE,-122.859,42.361
18-01-16,shot,gun,39,M,W,Phoenix,AZ,TRUE,attack,Not fleeing,FALSE,-112.098,33.582
18-01-16,shot,garden tool,29,M,W,Union City,CA,TRUE,other,Not fleeing,TRUE,-122.079,37.592
19-01-16,shot,gun,36,M,W,Dallas,TX,FALSE,attack,Car,FALSE,-96.69,32.698
