,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude
995,02-01-16,shot,gun,54.0,M,W,Maryneal,TX,False,attack,Car,False,-100.45,32.235
996,02-01-16,shot,gun,37.0,M,W,Sioux Falls,SD,False,attack,Not fleeing,False,-96.711,43.547
997,02-01-16,shot and Tasered,knife,37.0,M,W,Livingston,MT,False,other,Not fleeing,False,-110.573,45.656000000000006
998,03-01-16,shot,gun,30.0,M,B,Charlotte,NC,False,attack,Not fleeing,False,-80.885,35.218
999,04-01-16,shot,unknown weapon,27.0,M,B,Ragley,LA,False,undetermined,Not fleeing,False,-93.21,30.494
1000,04-01-16,shot,gun,22.0,M,B,Oklahoma City,OK,False,attack,Foot,True,-97.52,35.512
1001,05-01-16,shot,,29.0,M,W,Olympia,WA,False,attack,Foot,False,-122.33200000000001,47.606
1002,05-01-16,shot,knife,39.0,M,W,Johnson City,TN,False,other,Foot,False,-82.337,36.32
1003,05-01-16,shot,gun,33.0,M,B,Charlotte,NC,False,attack,Not fleeing,False,-80.913,35.242
1004,05-01-16,shot,gun,52.0,M,W,Redding,CA,True,other,Not fleeing,False,-122.368,40.613
1005,05-01-16,shot,hand torch,28.0,M,H,Ceres,CA,False,other,Foot,False,-120.947,37.584
1006,05-01-16,shot and Tasered,knife,54.0,M,W,Upper Darby,PA,True,other,Not fleeing,False,-75.31,39.929
1007,06-01-16,shot,toy weapon,38.0,M,W,Zion,IL,True,other,Foot,False,-87.834,42.456
1008,06-01-16,shot,gun,32.0,M,H,Carrizozo,NM,True,attack,Not fleeing,False,-105.91799999999999,33.683
1009,06-01-16,shot,gun,34.0,M,W,Daviess County,KY,False,attack,Not fleeing,False,-87.18,37.787
1010,08-01-16,shot,knife,26.0,M,W,Geneva,WI,False,other,Not fleeing,False,-88.48899999999999,42.608999999999995
1011,08-01-16,shot,gun,50.0,M,W,Acworth,GA,True,attack,Not fleeing,False,-84.677,34.133
1012,10-01-16,shot,chain saw,37.0,M,W,Kelso,WA,True,other,Not fleeing,False,-122.669,46.16
1013,10-01-16,shot,toy weapon,45.0,F,W,Rising Sun,MD,True,attack,Not fleeing,False,-75.959,39.718
1014,11-01-16,shot,,56.0,M,W,San Fernando,CA,False,attack,Car,False,-118.449,34.29
1015,11-01-16,shot,toy weapon,45.0,M,W,Cincinnati,OH,True,attack,Foot,False,-84.585,39.118
1016,11-01-16,shot,gun,32.0,M,W,Denver,CO,False,other,Not fleeing,False,-105.016,39.755
1017,11-01-16,shot,unarmed,12.0,F,W,Penn Township,PA,False,other,Not fleeing,False,-77.03399999999999,40.398
1018,12-01-16,shot,knife,49.0,M,N,Spenard,AK,True,other,Not fleeing,False,-149.898,61.192
1019,12-01-16,shot,gun,58.0,M,W,Norfolk,VA,True,attack,Not fleeing,False,-76.188,36.856
1020,13-01-16,shot,gun,29.0,M,W,Sevierville,TN,False,other,Foot,True,-83.55799999999999,35.836999999999996
1021,13-01-16,shot,gun,60.0,M,W,Cle Elum,WA,True,attack,Not fleeing,False,-120.954,47.196999999999996
1022,14-01-16,shot,gun,40.0,M,W,Hurst,IL,True,attack,Not fleeing,False,-89.14299999999999,37.830999999999996
1023,14-01-16,shot,knife,39.0,M,H,Santa Clarita,CA,False,other,Not fleeing,False,-118.46,34.42
1024,15-01-16,shot,gun,26.0,M,W,Elkins,WV,False,attack,Not fleeing,False,-79.855,38.914
1025,15-01-16,shot,gun,24.0,M,B,Southfield,MI,False,attack,Not fleeing,False,-83.277,42.483999999999995
1026,16-01-16,shot,toy weapon,34.0,M,H,Hollywood Hills,CA,False,other,Foot,False,-118.35799999999999,34.104
1027,16-01-16,shot,gun,27.0,M,W,San Antonio,TX,False,attack,Foot,False,-98.601,29.415
1028,16-01-16,shot,toy weapon,44.0,M,W,Beaverton,OR,False,other,Not fleeing,False,-122.82600000000001,45.446000000000005
1029,16-01-16,shot,unarmed,25.0,F,W,El Cajon,CA,False,other,Car,False,-116.963,32.795
1030,16-01-16,shot,,55.0,M,W,Petroleum,WV,False,other,Car,False,-81.268,39.191
1031,16-01-16,shot,gun,19.0,M,B,Belle Glade,FL,False,attack,Foot,False,-80.67699999999999,26.683000000000003
1032,17-01-16,shot,gun,52.0,M,B,St. Louis,MO,False,attack,Not fleeing,False,-90.244,38.593
1033,17-01-16,shot,gun,31.0,M,W,Salt Lake City,UT,False,attack,Foot,True,-111.81299999999999,40.675
1034,17-01-16,shot,unarmed,26.0,M,W,Mesa,AZ,False,other,Not fleeing,True,-111.685,33.415
1035,17-01-16,shot and Tasered,knife,24.0,M,H,North Hills,CA,False,other,Not fleeing,False,-118.46,34.23
1036,17-01-16,shot and Tasered,gun,38.0,M,W,Rainbow City,AL,False,other,Not fleeing,False,-86.036,33.95
1037,18-01-16,shot,gun,33.0,M,W,Tucson,AZ,True,attack,Not fleeing,False,-110.926,32.222
1038,18-01-16,shot,toy weapon,28.0,M,W,Orlando,FL,False,other,Not fleeing,False,-81.3,28.469
1039,18-01-16,shot,knife,27.0,M,W,Medford,OR,False,other,Foot,False,-122.859,42.361000000000004
1040,18-01-16,shot,gun,39.0,M,W,Phoenix,AZ,True,attack,Not fleeing,False,-112.098,33.582
1041,18-01-16,shot,garden tool,29.0,M,W,Union City,CA,True,other,Not fleeing,True,-122.079,37.592
1042,19-01-16,shot,gun,36.0,M,W,Dallas,TX,False,attack,Car,False,-96.69,32.698
1043,19-01-16,shot,knife,55.0,M,W,Statesville,NC,True,other,Not fleeing,False,-81.164,33.836
1044,19-01-16,shot,gun,28.0,M,W,Valdosta,GA,True,attack,Not fleeing,False,-83.18299999999999,31.025
1045,20-01-16,shot,gun,40.0,M,B,Port Barre,LA,False,attack,Not fleeing,False,-91.948,30.544
1046,20-01-16,shot,gun,33.0,M,W,Meridianville,AL,False,other,Foot,True,-86.571,34.87
1047,20-01-16,shot,knife,37.0,M,W,Kerrville,TX,False,other,Other,False,-99.14,30.046999999999997
1048,21-01-16,shot,gun,39.0,M,B,Eufaula,OK,True,attack,Car,False,-95.58200000000001,35.287
1049,23-01-16,shot,toy weapon,43.0,M,W,Clanton,AL,False,other,Not fleeing,True,-86.652,32.852
1050,25-01-16,shot and Tasered,knife,38.0,M,H,Reno,NV,True,other,Not fleeing,False,-119.804,39.477
1051,26-01-16,shot,gun,55.0,M,W,Burns,OR,False,other,Not fleeing,False,-119.054,43.586000000000006
1052,27-01-16,shot,gun,52.0,M,W,Mountain Pine,AR,False,attack,Not fleeing,False,-93.169,34.659
1053,27-01-16,shot,gun,32.0,M,B,Memphis,TN,False,attack,Other,True,-90.03299999999999,35.108000000000004
1054,27-01-16,shot,gun,31.0,M,H,Santa Fe,NM,False,attack,Not fleeing,False,-105.992,35.654
1055,27-01-16,shot,knife,27.0,M,W,Latta,SC,False,other,Not fleeing,False,-79.574,34.354
1056,27-01-16,shot,toy weapon,40.0,M,A,Lenoir City,TN,True,other,Not fleeing,False,-84.23100000000001,35.816
1057,27-01-16,shot,vehicle,31.0,F,B,Dearborn,MI,True,other,Car,False,-83.208,42.321999999999996
1058,27-01-16,shot,gun,30.0,M,W,Mansfield,TX,False,attack,Car,False,-97.096,32.571999999999996
1059,27-01-16,shot,gun,26.0,M,H,Cobb County,GA,False,attack,Car,False,-84.484,33.923
1060,28-01-16,shot,vehicle,32.0,F,N,Tacoma,WA,False,other,Not fleeing,False,-122.454,47.233999999999995
1061,28-01-16,shot,gun,33.0,M,W,Omaha,NE,True,attack,Foot,False,-96.01700000000001,41.227
1062,28-01-16,shot,gun,19.0,M,B,Clackamas County,OR,True,other,Not fleeing,False,-122.625,45.409
1063,29-01-16,shot,gun,33.0,M,B,Lynn,MA,False,attack,Other,False,-70.949,42.465
1064,29-01-16,shot,gun,29.0,M,B,Irving,TX,False,other,Not fleeing,False,-97.006,32.835
1065,29-01-16,shot,vehicle,41.0,F,W,Phenix City,AL,False,attack,Car,False,-85.06700000000001,32.486
1066,30-01-16,shot,gun,29.0,M,B,Chicago,IL,False,attack,Not fleeing,False,-87.666,41.761
1067,30-01-16,shot,scissors,38.0,M,H,Fort Collins,CO,False,other,Not fleeing,False,-105.03200000000001,40.592
1068,30-01-16,shot,gun,64.0,M,H,Rossville,GA,True,attack,Not fleeing,False,-85.26899999999999,34.985
1069,30-01-16,shot,gun,42.0,M,W,Sugar Creek,MO,False,attack,Car,False,-94.425,39.121
1070,31-01-16,shot,knife,46.0,M,H,Immokalee,FL,False,other,Not fleeing,False,-81.419,26.418000000000003
1071,31-01-16,shot,gun,62.0,M,,Newark,CA,True,attack,Not fleeing,False,-122.052,37.53
1072,31-01-16,shot,gun,42.0,M,W,Bakersfield,CA,False,attack,Car,False,-118.914,35.296
1073,31-01-16,shot and Tasered,knife,37.0,M,B,Wilkinsburg,PA,True,attack,Not fleeing,False,-79.882,40.442
1074,31-01-16,shot and Tasered,unarmed,25.0,M,W,Saginaw,TX,False,attack,Not fleeing,False,-97.391,32.873000000000005
1075,01-02-16,shot,toy weapon,36.0,M,B,Washington,DC,False,attack,Foot,False,-76.925,38.894
1076,01-02-16,shot,gun,21.0,M,H,Albuquerque,NM,True,attack,Car,True,-106.583,35.094
1077,02-02-16,shot and Tasered,knife,30.0,M,W,Rancho Cordova,CA,True,other,Not fleeing,False,-121.291,38.596
1078,03-02-16,shot,gun,53.0,M,W,Schulter,OK,False,attack,Not fleeing,False,-95.95299999999999,35.532
1079,03-02-16,shot,gun,31.0,M,H,Ocala,FL,True,attack,Not fleeing,False,-82.053,29.168000000000003
1080,03-02-16,shot,gun,22.0,M,N,Rosebud,SD,False,attack,Not fleeing,True,-100.626,43.188
1081,04-02-16,shot,knife,24.0,M,W,Mesa,AZ,True,other,Not fleeing,True,-111.65899999999999,33.437
1082,04-02-16,shot,unarmed,36.0,M,B,San Antonio,TX,False,other,Not fleeing,False,-98.493,29.529
1083,04-02-16,shot,gun,47.0,M,W,Kansas City,MO,False,attack,Foot,False,-94.51100000000001,38.918
1084,04-02-16,shot,toy weapon,54.0,M,W,Perry Township,OH,False,attack,Not fleeing,False,-81.179,41.729
1085,04-02-16,shot,gun,43.0,M,H,El Paso,TX,False,attack,Not fleeing,False,-106.49,31.756999999999998
1086,05-02-16,shot,,38.0,M,O,Hilo,HI,False,other,Car,False,-155.066,19.695999999999998
1087,05-02-16,shot,gun,30.0,M,W,Milton,FL,False,other,Car,False,-87.054,30.521
1088,05-02-16,shot,gun,51.0,M,W,Union Grove,NC,False,attack,Foot,False,-80.904,36.031
1089,05-02-16,shot,gun,55.0,M,W,Seaside,OR,False,attack,Not fleeing,True,-123.926,45.993
1090,06-02-16,shot,gun,16.0,M,H,Los Angeles,CA,False,attack,Car,True,-118.294,34.063
1091,07-02-16,shot,gun,23.0,M,B,Columbus,OH,False,other,Other,False,-83.056,39.945
1092,07-02-16,shot,gun,36.0,M,W,Austin,AR,False,other,Not fleeing,False,-91.934,34.95
1093,07-02-16,shot,knife,27.0,M,,Manchester,NJ,False,other,Not fleeing,False,-74.279,39.995
1094,08-02-16,shot,gun,33.0,M,B,Chester,PA,False,attack,Car,False,-75.402,39.836
1095,08-02-16,shot,unarmed,17.0,M,B,Austin,TX,False,other,Not fleeing,False,-97.667,30.396
1096,08-02-16,shot,,22.0,M,B,New Orleans,LA,False,other,Car,False,-90.087,29.939
1097,09-02-16,shot,unarmed,22.0,M,H,Anaheim,CA,False,undetermined,Not fleeing,True,-117.934,33.843
1098,09-02-16,shot,gun,29.0,M,O,Hilo,HI,False,attack,Not fleeing,False,-155.066,19.695999999999998
1099,10-02-16,shot,gun,41.0,M,W,Louisville,KY,False,attack,Not fleeing,False,-85.859,38.193000000000005
1100,10-02-16,shot,gun,67.0,M,W,Abingdon,MD,False,attack,Not fleeing,False,-76.309,39.469
1101,10-02-16,shot,gun,36.0,M,N,Barrow,AK,False,attack,Not fleeing,False,-156.738,71.301
1102,10-02-16,shot,knife,52.0,M,W,Roseville,MN,True,attack,Not fleeing,True,-93.156,45.006
1103,10-02-16,shot,gun,56.0,M,O,Henderson County,TX,True,attack,Not fleeing,False,-96.182,32.282
1104,11-02-16,shot,knife,35.0,M,W,Maiden,NC,True,other,Not fleeing,False,-81.193,35.561
1105,11-02-16,shot,ax,45.0,M,W,Lancaster,CA,False,other,Not fleeing,False,-118.08,34.681999999999995
1106,11-02-16,shot,machete,30.0,M,B,Columbus,OH,False,attack,Car,False,-82.86399999999999,40.064
1107,12-02-16,shot,gun,29.0,M,B,Boston,MA,True,attack,Not fleeing,False,-71.078,42.308
1108,12-02-16,shot,gun,53.0,M,W,Fort Worth,TX,False,other,Not fleeing,False,-97.446,32.723
1109,12-02-16,shot,gun,32.0,F,B,Syracuse,NY,True,other,Not fleeing,False,-76.14399999999999,43.068999999999996
1110,13-02-16,shot,gun,22.0,M,B,Baton Rouge,LA,True,attack,Car,True,-91.133,30.468000000000004
1111,13-02-16,shot,unarmed,24.0,M,B,Beckville,TX,False,other,Other,False,-94.465,32.26
1112,13-02-16,shot,unarmed,19.0,M,B,Arvonia,VA,False,attack,Not fleeing,False,-78.396,37.673
1113,13-02-16,shot and Tasered,gun,29.0,M,B,Urbandale,IA,False,attack,Not fleeing,True,-93.7,41.648999999999994
1114,14-02-16,shot,knife,50.0,M,W,Bradenton,FL,True,other,Not fleeing,False,-82.499,27.456999999999997
1115,14-02-16,shot,gun,29.0,M,H,Los Angeles,CA,False,other,Not fleeing,False,-118.163,34.022
1116,14-02-16,shot,knife,26.0,M,W,Van Nuys,CA,False,other,Not fleeing,False,-118.45700000000001,34.196
1117,15-02-16,shot,undetermined,39.0,M,W,Yorba Linda,CA,False,undetermined,Not fleeing,False,-117.741,33.872
1118,15-02-16,shot,gun,52.0,M,H,Jal,NM,False,attack,Not fleeing,False,-103.426,32.166
1119,16-02-16,shot,knife,51.0,M,W,Fairfield,CT,True,other,Not fleeing,False,-73.267,41.181999999999995
1120,16-02-16,shot,,48.0,M,W,Republic,MO,False,attack,Car,False,-93.469,37.118
1121,16-02-16,shot,gun,30.0,M,W,Mena,AR,False,other,Foot,False,-94.249,34.58
1122,17-02-16,shot,toy weapon,37.0,M,B,Cincinnati,OH,False,other,Other,False,-84.605,39.155
1123,18-02-16,shot,undetermined,30.0,M,H,Santa Ana,CA,False,undetermined,Not fleeing,False,-117.854,33.748000000000005
1124,18-02-16,shot,undetermined,35.0,M,H,Santa Ana,CA,False,undetermined,Not fleeing,False,-117.85,33.748000000000005
1125,18-02-16,shot,gun,32.0,M,H,Reno,TX,False,attack,Not fleeing,False,-97.57799999999999,32.944
1126,18-02-16,shot and Tasered,undetermined,25.0,M,W,Commerce,GA,False,other,Not fleeing,False,-83.45,34.199
1127,19-02-16,shot,knife,35.0,M,W,Ogden,UT,True,attack,Not fleeing,False,-111.964,40.266999999999996
1128,19-02-16,shot,gun,31.0,M,W,Elizabethton,TN,False,attack,Not fleeing,False,-82.211,36.349000000000004
1129,20-02-16,shot,gun,30.0,M,H,Anaheim,CA,False,attack,Car,True,-117.95200000000001,33.808
1130,20-02-16,shot,gun,23.0,M,H,Albuquerque,NM,False,attack,Foot,False,-106.72,35.08
1131,20-02-16,shot,gun,41.0,M,B,Lakewood,WA,False,attack,Car,False,-122.559,47.12
1132,20-02-16,shot,gun,45.0,M,W,Iuka,MS,True,attack,Not fleeing,False,-88.19,34.812
1133,21-02-16,shot,undetermined,46.0,M,B,Seattle,WA,False,other,Not fleeing,False,-122.306,47.691
1134,21-02-16,shot,gun,36.0,F,N,Phoenix,AZ,True,attack,Foot,False,-112.10799999999999,33.495
1135,21-02-16,shot,gun,31.0,F,B,Inglewood,CA,False,other,Not fleeing,False,-118.36200000000001,33.961999999999996
1136,21-02-16,shot,undetermined,32.0,M,B,Inglewood,CA,False,other,Not fleeing,False,-118.36200000000001,33.961999999999996
1137,21-02-16,shot,gun,38.0,F,N,Houston,AK,False,attack,Not fleeing,False,-149.778,61.585
1138,22-02-16,shot,gun,33.0,M,H,Denver,CO,False,attack,Other,False,-105.035,39.766
1139,22-02-16,shot,knife,45.0,M,W,Bakersfield,CA,False,attack,Not fleeing,False,-119.008,35.372
1140,22-02-16,shot,,38.0,M,W,Mission,TX,True,other,Car,False,-98.324,26.238000000000003
1141,22-02-16,shot,toy weapon,22.0,M,W,Fairborn,OH,False,other,Not fleeing,False,-84.01100000000001,39.836999999999996
1142,23-02-16,shot,,48.0,M,B,Baton Rouge,LA,True,attack,Not fleeing,False,-91.175,30.436
1143,23-02-16,shot,gun,36.0,M,H,Ripon,CA,False,other,Other,False,-121.14299999999999,37.775999999999996
1144,23-02-16,shot,gun,26.0,M,W,Phoenix,AZ,True,attack,Not fleeing,False,-112.169,33.596
1145,23-02-16,shot and Tasered,machete,39.0,M,H,Houston,TX,True,attack,Not fleeing,False,-95.316,29.713
1146,24-02-16,shot,knife,16.0,M,W,Blue Springs,MO,True,other,Not fleeing,False,-94.288,39.001
1147,24-02-16,shot,gun,58.0,M,W,Bailey,CO,True,attack,Not fleeing,False,-105.475,39.446
1148,24-02-16,shot,,27.0,M,H,Phoenix,AZ,False,other,Car,False,-112.221,33.466
1149,24-02-16,shot,,26.0,M,H,Cerritos,CA,False,attack,Not fleeing,False,-118.1,33.887
1150,24-02-16,shot,unarmed,21.0,M,B,East Troy,WI,False,other,Car,False,-88.385,42.79600000000001
1151,25-02-16,shot,gun,37.0,M,W,Evans,CO,False,attack,Foot,True,-104.696,40.373000000000005
1152,25-02-16,shot,pole,56.0,M,B,Montgomery,AL,False,undetermined,Not fleeing,True,-86.3,32.367
1153,25-02-16,shot,gun,19.0,M,W,Silver Springs,NV,False,attack,Not fleeing,True,-119.225,39.415
1154,25-02-16,shot,gun,38.0,M,B,Hesston,KS,True,attack,Not fleeing,False,-97.425,38.135999999999996
1155,26-02-16,shot,toy weapon,18.0,M,B,Roanoke,VA,True,other,Not fleeing,False,-79.995,37.241
1156,26-02-16,shot,unarmed,35.0,M,W,Rapid Valley,SD,False,attack,Not fleeing,False,-103.156,44.067
1157,27-02-16,shot,gun,23.0,M,H,San Antonio,TX,False,attack,Car,True,-98.70200000000001,29.498
1158,28-02-16,shot,gun,41.0,M,W,Ashville,AL,False,attack,Not fleeing,False,-86.25399999999999,33.836999999999996
1159,28-02-16,shot,gun,44.0,M,W,Rapid City,SD,True,attack,Not fleeing,False,-103.23100000000001,44.081
1160,29-02-16,shot,gun,24.0,M,B,Raleigh,NC,False,attack,Foot,False,-78.633,35.766
1161,01-03-16,shot,gun,39.0,M,H,Palm Bay,FL,True,attack,Not fleeing,False,-80.641,28.028000000000002
1162,01-03-16,shot,gun,22.0,M,H,Euless,TX,True,attack,Not fleeing,False,-97.09100000000001,32.830999999999996
1163,01-03-16,shot,gun,37.0,M,W,Gautier,MS,False,attack,Not fleeing,False,-88.646,30.447
1164,02-03-16,shot,unarmed,36.0,M,W,Bel Air,MD,True,other,Not fleeing,False,-76.333,39.492
1165,02-03-16,shot and Tasered,knife,41.0,M,W,Johnstown,PA,False,other,Not fleeing,False,-78.922,40.327
1166,03-03-16,shot,knife,27.0,M,H,Gilbert,AZ,False,other,Car,False,-111.777,33.33
1167,04-03-16,shot,undetermined,66.0,M,,Sims,AR,False,undetermined,,False,-93.691,34.659
1168,04-03-16,shot,unarmed,30.0,M,W,East Bernstadt,KY,False,undetermined,Not fleeing,False,-84.10799999999999,37.19
1169,05-03-16,shot,gun,34.0,M,W,Cheektowaga,NY,True,attack,Not fleeing,False,-78.715,42.93600000000001
1170,05-03-16,shot,gun,22.0,M,W,Beaumont,TX,True,other,Not fleeing,False,-94.14299999999999,30.059
1171,06-03-16,shot,gun,51.0,M,W,Azle,TX,True,attack,Not fleeing,False,-97.51299999999999,32.864000000000004
1172,06-03-16,shot,unarmed,42.0,M,W,Bismarck,ND,False,other,Foot,False,-100.743,46.809
1173,06-03-16,shot,gun,41.0,M,H,South Gate,CA,False,attack,Other,False,-118.176,33.941
1174,07-03-16,shot,gun,49.0,M,W,Rochester,NY,True,attack,Not fleeing,False,-77.623,43.238
1175,07-03-16,shot,knife,45.0,M,W,San Jose,CA,False,other,Not fleeing,False,-121.87799999999999,37.324
1176,07-03-16,shot,undetermined,45.0,M,W,Topeka,KS,False,undetermined,Not fleeing,False,-95.682,39.055
1177,07-03-16,shot,gun,42.0,M,W,Billings,MT,False,attack,Not fleeing,False,-108.501,45.783
1178,07-03-16,shot,,41.0,M,H,Carlsbad,NM,False,other,Car,False,-104.277,32.422
1179,08-03-16,shot,toy weapon,27.0,M,W,Tampa,FL,True,attack,Not fleeing,False,-82.462,28.084
1180,10-03-16,shot,toy weapon,37.0,M,W,Biloxi,MS,False,other,Not fleeing,False,-88.885,30.396
1181,10-03-16,shot,toy weapon,22.0,M,B,Reno,NV,True,attack,Foot,False,-119.86200000000001,39.678000000000004
1182,10-03-16,shot,gun,21.0,M,H,Long Beach,CA,False,other,Foot,False,-118.20299999999999,33.878
1183,10-03-16,shot,gun,50.0,M,W,Odessa,TX,True,attack,Not fleeing,False,-102.374,31.888
1184,10-03-16,shot,,23.0,M,H,Colorado City,CO,False,attack,Car,False,-104.835,37.945
1185,11-03-16,shot,gun,25.0,M,B,Norfolk,VA,False,attack,Not fleeing,True,-76.244,36.93
1186,11-03-16,shot,gun,51.0,M,W,Rosalia,KS,True,attack,Not fleeing,True,-96.62,37.815
1187,11-03-16,shot,knife,46.0,M,W,Clinton,IL,True,other,Not fleeing,False,-88.956,40.145
1188,11-03-16,shot,gun,23.0,M,H,Newark,CA,False,attack,Foot,False,-122.02799999999999,37.54
1189,12-03-16,shot,gun,43.0,M,W,Greensboro,NC,True,attack,Not fleeing,True,-79.809,36.108000000000004
1190,12-03-16,shot and Tasered,unarmed,37.0,M,B,Houston,TX,False,other,Foot,False,-95.337,29.794
1191,12-03-16,shot and Tasered,Taser,20.0,M,B,Houston,TX,False,attack,Not fleeing,False,-95.488,29.994
1192,13-03-16,shot,,45.0,M,W,Glendale,CA,True,attack,Car,False,-118.24700000000001,34.146
1193,13-03-16,shot,unarmed,16.0,M,H,Addison,TX,False,undetermined,Car,False,-96.85600000000001,32.94
1194,13-03-16,shot,unarmed,30.0,M,W,Lenoir City,TN,False,other,Car,True,-84.256,35.797
1195,13-03-16,shot,gun,26.0,M,W,Piedmont,AL,False,attack,Car,False,-85.611,33.925
1196,13-03-16,shot,gun,24.0,M,B,Chester,PA,False,attack,Not fleeing,False,-75.368,39.845
1197,13-03-16,shot,hammer,38.0,F,W,Vancouver,WA,True,attack,Not fleeing,False,-122.574,45.681999999999995
1198,13-03-16,shot,gun,28.0,M,B,Landover,MD,False,other,Not fleeing,False,-76.875,38.918
1199,14-03-16,shot,gun,29.0,M,B,Chicago,IL,False,attack,Foot,False,-87.71799999999999,41.871
1200,15-03-16,shot,gun,34.0,M,W,Russellville,KY,False,other,Foot,False,-86.891,36.852
1201,15-03-16,shot,knife,38.0,M,W,Evansville,IN,False,other,Car,True,-87.51,37.993
1202,15-03-16,shot,gun,43.0,M,W,Fort Worth,TX,False,other,Other,True,-97.38799999999999,32.73
1203,16-03-16,shot,unarmed,23.0,M,H,Florence,CA,True,other,Not fleeing,False,-118.241,33.981
1204,16-03-16,shot,gun,33.0,M,H,San Antonio,TX,True,attack,Not fleeing,False,-98.484,29.363000000000003
1205,16-03-16,shot,gun,40.0,M,W,Anson County,NC,True,attack,Not fleeing,False,-80.188,34.905
1206,17-03-16,shot,gun,38.0,M,A,Burnsville,MN,True,other,Not fleeing,True,-93.318,44.776
1207,17-03-16,shot,gun,53.0,M,A,Tampa,FL,False,attack,Not fleeing,False,-82.499,27.889
1208,17-03-16,shot,gun,29.0,M,B,Houston,TX,False,attack,,False,-95.42399999999999,29.99
1209,17-03-16,shot,gun,30.0,M,B,Houston,TX,False,attack,Not fleeing,False,-95.42399999999999,29.99
1210,18-03-16,shot,gun,49.0,M,,Byron,CA,True,attack,Not fleeing,False,-121.66,37.882
1211,18-03-16,shot,gun,60.0,M,W,Idaho Falls,ID,False,other,Not fleeing,False,-112.155,43.503
1212,19-03-16,shot,toy weapon,25.0,F,B,Norfolk,VA,False,attack,Not fleeing,False,-76.191,36.927
1213,19-03-16,shot,undetermined,24.0,M,W,Covington,LA,False,undetermined,Car,False,-90.06,30.426
1214,19-03-16,shot,gun,21.0,M,B,Chicago,IL,False,attack,Foot,False,-87.79299999999999,41.992
1215,19-03-16,shot,gun,23.0,M,W,White Plains,KY,False,attack,Other,False,-87.40799999999999,37.145
1216,20-03-16,shot,knife,61.0,M,W,Hopewell,VA,True,other,Not fleeing,True,-77.289,37.291
1217,20-03-16,shot,gun,54.0,M,W,Fort Littleton,PA,False,attack,Other,False,-77.968,40.071
1218,20-03-16,shot,gun,62.0,M,H,Fort Wayne,IN,False,attack,Foot,False,-85.133,41.05
1219,20-03-16,shot,toy weapon,16.0,M,B,Gainesville,FL,True,other,Not fleeing,False,-82.405,29.641
1220,21-03-16,shot,toy weapon,25.0,M,W,Stamford,CT,True,attack,Not fleeing,False,-73.528,41.114
1221,21-03-16,shot,gun,28.0,M,W,South Greensburg,PA,True,attack,Car,False,-79.547,40.279
1222,21-03-16,shot and Tasered,knife,76.0,M,W,Burlington,VT,True,other,Not fleeing,True,-73.21600000000001,44.477
1223,22-03-16,shot,pick-axe,25.0,M,H,Miami,FL,True,other,Not fleeing,False,-80.422,25.596999999999998
1224,22-03-16,shot,,33.0,M,W,Fredericksburg,VA,False,attack,Other,True,-77.48100000000001,38.281
1225,23-03-16,shot,gun,51.0,M,W,Thornton,CO,False,attack,Not fleeing,False,-104.984,39.789
1226,23-03-16,shot,gun,34.0,M,H,Fresno,CA,False,attack,Foot,True,-119.791,36.77
1227,23-03-16,shot,gun,30.0,M,B,Raleigh,TN,True,attack,Not fleeing,False,-89.95,35.228
1228,24-03-16,shot,knife,44.0,M,W,Braintree,MA,False,other,Foot,False,-71.033,42.272
1229,24-03-16,shot,toy weapon,24.0,M,B,Pawtucket,RI,False,attack,Foot,False,-71.369,41.891000000000005
1230,24-03-16,shot,gun,29.0,M,W,Redlands,CA,False,attack,Not fleeing,False,-117.17399999999999,34.06
1231,24-03-16,shot,gun and knife,48.0,M,H,Pueblo,CO,False,other,Not fleeing,True,-104.564,38.275
1232,24-03-16,shot,gun,19.0,M,H,Pueblo of Laguna,NM,False,attack,Not fleeing,True,-106.617,35.086
1233,24-03-16,shot,gun,22.0,M,B,Blue Springs,MO,False,attack,Not fleeing,False,-94.272,39.037
1234,26-03-16,shot,meat cleaver,39.0,M,H,Lowell,MA,True,other,Not fleeing,False,-71.317,42.632
1235,26-03-16,shot,gun,36.0,M,W,Grundy,VA,True,other,Not fleeing,False,-82.09899999999999,37.278
1236,26-03-16,shot,gun,55.0,M,W,Myrtle Beach,SC,False,attack,Not fleeing,True,-78.882,33.711
1237,26-03-16,shot,gun,46.0,M,W,Tampa,FL,True,attack,Not fleeing,False,-82.426,28.054000000000002
1238,27-03-16,shot,knife,34.0,M,W,Lee's Summit,MO,True,other,Not fleeing,False,-94.385,38.989000000000004
1239,27-03-16,shot,scissors,27.0,F,N,Winslow,AZ,True,other,Not fleeing,True,-110.697,35.024
1240,27-03-16,shot,gun,33.0,M,W,Roswell,NM,True,attack,Not fleeing,True,-104.554,33.385
1241,27-03-16,shot,gun,18.0,M,B,Kinston,NC,False,other,Not fleeing,False,-77.634,35.330999999999996
1242,27-03-16,shot,gun,33.0,M,W,Splendora,TX,True,attack,Not fleeing,False,-95.161,30.233
1243,29-03-16,shot,gun,51.0,M,W,Piedmont,SC,True,attack,Not fleeing,False,-82.414,34.783
1244,29-03-16,shot,gun,50.0,F,W,Aitkin,MN,True,attack,Not fleeing,False,-93.71,46.533
